Estado,Total,Created At,Tipo,Serie Folio
finalizada,5799.0,2022-10-25T16:51:40Z,venta,V
finalizada,0.0,2022-10-25T16:51:42Z,venta,V
finalizada,331.0,2022-10-25T17:12:43Z,venta,V
finalizada,7798.0,2022-10-25T17:25:19Z,venta,V
finalizada,31641.0,2022-10-25T17:48:06Z,venta,V
finalizada,8139.0,2022-10-25T17:59:33Z,venta,V
finalizada,5999.0,2022-10-25T18:02:51Z,venta,V
finalizada,499.0,2022-10-25T18:09:33Z,venta,V
finalizada,95450.0,2022-10-26T09:23:03Z,venta,V
finalizada,83000.0,2022-10-26T09:29:36Z,venta,V
finalizada,499.0,2022-10-26T10:13:57Z,venta,V
finalizada,790.0,2022-10-26T10:26:47Z,venta,V
finalizada,219.99,2022-10-26T10:46:14Z,venta,V
finalizada,2300.0,2022-10-26T11:39:26Z,venta,V
finalizada,999.0,2022-10-26T12:11:11Z,venta,V
finalizada,5999.0,2022-10-26T12:40:31Z,venta,V
finalizada,8300.0,2022-10-26T12:48:56Z,venta,V
finalizada,5999.0,2022-10-26T13:04:12Z,venta,V
finalizada,999.0,2022-10-26T13:05:07Z,venta,V
finalizada,219.99,2022-10-26T15:40:44Z,venta,V
finalizada,405.0,2022-10-26T16:25:44Z,venta,V
finalizada,0.0,2022-10-26T16:44:15Z,venta,V
finalizada,4999.0,2022-10-26T17:09:09Z,venta,V
finalizada,3799.0,2022-10-26T17:16:36Z,venta,V
finalizada,5499.0,2022-10-26T17:20:01Z,venta,V
finalizada,0.0,2022-10-27T09:27:10Z,venta,V
finalizada,5499.0,2022-10-27T09:48:47Z,venta,V
finalizada,4499.0,2022-10-27T09:57:39Z,venta,V
finalizada,3979.0,2022-10-27T10:35:04Z,venta,V
finalizada,3499.0,2022-10-27T11:20:52Z,venta,V
finalizada,17299.0,2022-10-27T11:34:59Z,venta,V
finalizada,3899.0,2022-10-27T11:50:29Z,venta,V
finalizada,4999.0,2022-10-27T13:33:15Z,venta,V
finalizada,499.0,2022-10-27T13:52:42Z,venta,V
finalizada,400.0,2022-10-27T14:28:10Z,venta,V
finalizada,12385.0,2022-10-27T14:35:42Z,venta,V
finalizada,219.99,2022-10-27T14:49:42Z,venta,V
finalizada,5999.0,2022-10-27T15:48:52Z,venta,V
finalizada,17996.0,2022-10-27T15:58:51Z,venta,V
finalizada,219.99,2022-10-27T15:58:59Z,venta,V
finalizada,4499.0,2022-10-27T16:02:42Z,venta,V
finalizada,5699.0,2022-10-27T16:19:43Z,venta,V
finalizada,999.0,2022-10-27T16:40:50Z,venta,V
finalizada,499.0,2022-10-27T17:08:34Z,venta,V
finalizada,439.98,2022-10-27T17:21:37Z,venta,V
finalizada,1948.99,2022-10-28T09:23:58Z,venta,V
finalizada,219.99,2022-10-28T10:33:47Z,venta,V
finalizada,11999.0,2022-10-28T11:34:07Z,venta,V
finalizada,999.0,2022-10-28T11:38:17Z,venta,V
finalizada,5799.0,2022-10-28T12:38:07Z,venta,V
finalizada,8049.0,2022-10-28T13:18:48Z,venta,V
finalizada,7794.0,2022-10-28T13:57:08Z,venta,V
finalizada,3499.0,2022-10-28T14:18:47Z,venta,V
finalizada,4936.0,2022-10-28T14:38:24Z,venta,V
finalizada,330.0,2022-10-28T14:53:18Z,venta,V
finalizada,439.99,2022-10-28T15:39:16Z,venta,V
finalizada,405.0,2022-10-28T16:28:55Z,venta,V
finalizada,415.0,2022-10-28T16:31:24Z,venta,V
finalizada,6416.0,2022-10-28T16:34:55Z,venta,V
finalizada,1560.0,2022-10-28T16:37:58Z,venta,V
finalizada,6999.0,2022-10-28T17:58:32Z,venta,V
finalizada,12699.0,2022-10-28T18:09:02Z,venta,V
finalizada,6999.0,2022-10-29T09:28:09Z,venta,V
finalizada,6999.0,2022-10-29T09:51:15Z,venta,V
finalizada,180.0,2022-10-29T10:01:50Z,venta,V
finalizada,1349.0,2022-10-29T10:18:37Z,venta,V
finalizada,6999.0,2022-10-29T10:34:02Z,venta,V
finalizada,4859.0,2022-10-29T10:45:34Z,venta,V
finalizada,15196.0,2022-10-29T11:03:37Z,venta,V
finalizada,30.0,2022-10-29T11:58:52Z,venta,V
finalizada,4299.0,2022-10-29T12:01:28Z,venta,V
finalizada,969.97,2022-10-29T12:01:31Z,venta,V
finalizada,3499.0,2022-10-29T12:18:42Z,venta,V
finalizada,5999.0,2022-10-29T13:11:33Z,venta,V
finalizada,439.98,2022-10-29T14:26:36Z,venta,V
finalizada,439.98,2022-10-31T09:04:35Z,venta,V
finalizada,5999.0,2022-10-31T09:10:08Z,venta,V
finalizada,999.81,2022-10-31T09:26:43Z,venta,V
finalizada,10098.0,2022-10-31T09:47:31Z,venta,V
finalizada,116200.0,2022-10-31T10:05:55Z,venta,V
finalizada,280.0,2022-10-31T10:10:36Z,venta,V
finalizada,220.0,2022-10-31T10:55:14Z,venta,V
finalizada,3899.0,2022-10-31T12:33:31Z,venta,V
finalizada,64283.0,2022-10-31T12:57:33Z,venta,V
finalizada,600.0,2022-10-31T13:18:42Z,venta,V
finalizada,789.99,2022-10-31T13:28:40Z,venta,V
finalizada,334.0,2022-10-31T13:43:09Z,venta,V
finalizada,5299.0,2022-10-31T14:26:11Z,venta,V
finalizada,0.0,2022-10-31T14:42:59Z,venta,V
finalizada,439.98,2022-10-31T14:47:57Z,venta,V
finalizada,469.99,2022-10-31T14:51:20Z,venta,V
finalizada,249.99,2022-10-31T14:55:55Z,venta,V
finalizada,4799.0,2022-10-31T15:04:06Z,venta,V
finalizada,999.81,2022-10-31T15:29:19Z,venta,V
finalizada,4799.0,2022-10-31T15:53:48Z,venta,V
finalizada,999.81,2022-10-31T16:48:20Z,venta,V
finalizada,0.0,2022-10-31T17:23:41Z,venta,V
finalizada,999.0,2022-10-31T17:35:21Z,venta,V
finalizada,999.92,2022-10-31T17:36:05Z,venta,V
finalizada,0.0,2022-11-01T09:27:59Z,venta,V
finalizada,219.99,2022-11-01T09:28:33Z,venta,V
finalizada,5799.0,2022-11-01T10:15:17Z,venta,V
finalizada,10197.0,2022-11-01T10:24:20Z,venta,V
finalizada,789.99,2022-11-01T10:38:51Z,venta,V
finalizada,499.98,2022-11-01T10:51:05Z,venta,V
finalizada,999.0,2022-11-01T11:21:48Z,venta,V
finalizada,19438.0,2022-11-01T11:26:49Z,venta,V
finalizada,11651.0,2022-11-01T11:36:41Z,venta,V
finalizada,999.0,2022-11-01T12:09:49Z,venta,V
finalizada,0.0,2022-11-01T12:18:30Z,venta,V
finalizada,18445.0,2022-11-01T13:23:51Z,venta,V
finalizada,220.0,2022-11-01T13:31:52Z,venta,V
finalizada,219.99,2022-11-01T13:35:00Z,venta,V
finalizada,789.99,2022-11-01T13:48:05Z,venta,V
finalizada,499.0,2022-11-01T14:19:50Z,venta,V
finalizada,60.0,2022-11-01T14:45:37Z,venta,V
finalizada,999.0,2022-11-01T15:03:05Z,venta,V
finalizada,5726.0,2022-11-01T15:53:43Z,venta,V
finalizada,3799.0,2022-11-01T16:08:16Z,venta,V
finalizada,1298.99,2022-11-01T16:49:57Z,venta,V
finalizada,5799.0,2022-11-01T17:44:21Z,venta,V
finalizada,734.97,2022-11-02T09:16:59Z,venta,V
finalizada,5999.0,2022-11-02T09:23:00Z,venta,V
finalizada,100.0,2022-11-02T09:30:15Z,venta,V
finalizada,219.99,2022-11-02T09:33:53Z,venta,V
finalizada,309.99,2022-11-02T10:22:57Z,venta,V
finalizada,219.99,2022-11-02T10:23:01Z,venta,V
finalizada,713.4,2022-11-02T13:01:04Z,venta,V
finalizada,12097.0,2022-11-02T13:38:03Z,venta,V
finalizada,4299.0,2022-11-02T14:06:38Z,venta,V
finalizada,4299.0,2022-11-02T14:15:34Z,venta,V
finalizada,219.99,2022-11-02T14:25:39Z,venta,V
finalizada,3599.0,2022-11-02T14:29:57Z,venta,V
finalizada,5299.0,2022-11-02T15:14:35Z,venta,V
finalizada,219.99,2022-11-02T15:18:28Z,venta,V
finalizada,5799.0,2022-11-03T09:35:21Z,venta,V
finalizada,3689.0,2022-11-03T09:57:43Z,venta,V
finalizada,5999.0,2022-11-03T10:25:05Z,venta,V
finalizada,4799.0,2022-11-03T10:46:48Z,venta,V
finalizada,54586.0,2022-11-03T10:56:51Z,venta,V
finalizada,799.0,2022-11-03T11:00:13Z,venta,V
finalizada,0.0,2022-11-03T11:27:03Z,venta,V
finalizada,5799.0,2022-11-03T11:38:45Z,venta,V
finalizada,5799.0,2022-11-03T11:44:16Z,venta,V
finalizada,58.0,2022-11-03T11:57:09Z,venta,V
finalizada,220.0,2022-11-03T11:58:13Z,venta,V
finalizada,279.99,2022-11-03T12:07:43Z,venta,V
finalizada,999.0,2022-11-03T12:44:11Z,venta,V
finalizada,300.0,2022-11-03T13:42:45Z,venta,V
finalizada,5299.0,2022-11-03T13:56:53Z,venta,V
finalizada,3799.0,2022-11-03T15:36:52Z,venta,V
finalizada,25.0,2022-11-03T17:16:23Z,venta,V
finalizada,11697.0,2022-11-03T17:34:02Z,venta,V
finalizada,219.99,2022-11-03T17:39:02Z,venta,V
finalizada,13919.0,2022-11-03T17:48:51Z,venta,V
finalizada,0.0,2022-11-04T09:24:32Z,venta,V
finalizada,999.81,2022-11-04T09:56:14Z,venta,V
finalizada,5799.0,2022-11-04T11:16:49Z,venta,V
finalizada,220.0,2022-11-04T11:31:36Z,venta,V
finalizada,3799.0,2022-11-04T12:26:11Z,venta,V
finalizada,499.0,2022-11-04T12:59:11Z,venta,V
finalizada,8499.0,2022-11-04T13:22:24Z,venta,V
finalizada,5799.0,2022-11-04T13:31:30Z,venta,V
finalizada,499.0,2022-11-04T13:57:26Z,venta,V
finalizada,6026.0,2022-11-04T14:31:32Z,venta,V
finalizada,999.0,2022-11-04T14:46:34Z,venta,V
finalizada,565.0,2022-11-04T14:50:07Z,venta,V
finalizada,249.99,2022-11-04T15:12:31Z,venta,V
finalizada,999.0,2022-11-04T15:29:35Z,venta,V
finalizada,5799.0,2022-11-04T15:32:37Z,venta,V
finalizada,5099.0,2022-11-04T15:44:56Z,venta,V
finalizada,32291.0,2022-11-04T16:00:05Z,venta,V
finalizada,2400.0,2022-11-04T16:00:49Z,venta,V
finalizada,4799.0,2022-11-04T16:42:24Z,venta,V
finalizada,15196.0,2022-11-04T16:44:59Z,venta,V
finalizada,5299.0,2022-11-04T17:05:29Z,venta,V
finalizada,4699.0,2022-11-04T17:15:49Z,venta,V
finalizada,2400.0,2022-11-04T17:16:55Z,venta,V
finalizada,219.99,2022-11-04T17:23:39Z,venta,V
finalizada,9499.0,2022-11-05T09:25:10Z,venta,V
finalizada,439.98,2022-11-05T10:47:10Z,venta,V
finalizada,4799.0,2022-11-05T11:19:14Z,venta,V
finalizada,10559.0,2022-11-05T11:25:27Z,venta,V
finalizada,300.0,2022-11-05T11:32:39Z,venta,V
finalizada,0.0,2022-11-05T11:41:45Z,venta,V
finalizada,659.97,2022-11-05T12:01:33Z,venta,V
finalizada,19998.99,2022-11-05T12:52:33Z,venta,V
finalizada,219.99,2022-11-05T13:11:20Z,venta,V
finalizada,1690.0,2022-11-05T13:37:33Z,venta,V
finalizada,3100.0,2022-11-05T13:58:04Z,venta,V
finalizada,0.0,2022-11-05T13:59:08Z,venta,V
finalizada,4799.0,2022-11-05T14:09:02Z,venta,V
finalizada,4299.0,2022-11-05T14:15:48Z,venta,V
finalizada,4799.0,2022-11-05T14:21:05Z,venta,V
finalizada,439.99,2022-11-05T14:36:10Z,venta,V
finalizada,999.92,2022-11-05T14:39:59Z,venta,V
finalizada,219.99,2022-11-05T14:46:07Z,venta,V
finalizada,220.0,2022-11-07T09:17:16Z,venta,V
finalizada,219.99,2022-11-07T09:36:22Z,venta,V
finalizada,200.0,2022-11-07T10:51:14Z,venta,V
finalizada,6980.0,2022-11-07T11:35:32Z,venta,V
finalizada,999.0,2022-11-07T11:43:34Z,venta,V
finalizada,249.99,2022-11-07T12:37:22Z,venta,V
finalizada,15798.99,2022-11-07T12:46:31Z,venta,V
finalizada,499.99,2022-11-07T12:48:24Z,venta,V
finalizada,5799.0,2022-11-07T12:55:23Z,venta,V
finalizada,360.0,2022-11-07T13:13:05Z,venta,V
finalizada,5799.0,2022-11-07T13:33:51Z,venta,V
finalizada,0.0,2022-11-07T14:42:53Z,venta,V
finalizada,9678.0,2022-11-07T14:46:33Z,venta,V
finalizada,999.92,2022-11-07T15:54:54Z,venta,V
finalizada,1160.0,2022-11-07T16:02:01Z,venta,V
finalizada,999.0,2022-11-07T17:40:11Z,venta,V
finalizada,1298.99,2022-11-08T10:26:18Z,venta,V
finalizada,700.0,2022-11-08T10:28:58Z,venta,V
finalizada,4150.0,2022-11-08T11:50:55Z,venta,V
finalizada,4799.0,2022-11-08T12:10:15Z,venta,V
finalizada,5799.0,2022-11-08T12:56:21Z,venta,V
finalizada,10897.0,2022-11-08T15:00:09Z,venta,V
finalizada,0.0,2022-11-08T15:08:27Z,venta,V
finalizada,5799.0,2022-11-08T16:16:00Z,venta,V
finalizada,5799.0,2022-11-08T16:39:26Z,venta,V
finalizada,999.0,2022-11-08T17:10:04Z,venta,V
finalizada,5599.0,2022-11-08T17:12:56Z,venta,V
finalizada,8698.0,2022-11-08T17:35:53Z,venta,V
finalizada,1330.0,2022-11-09T09:05:01Z,venta,V
finalizada,680.0,2022-11-09T09:10:38Z,venta,V
finalizada,8999.0,2022-11-09T09:33:44Z,venta,V
finalizada,1199.0,2022-11-09T09:45:05Z,venta,V
finalizada,16464.0,2022-11-09T10:14:39Z,venta,V
finalizada,1500.0,2022-11-09T10:57:26Z,venta,V
finalizada,4224.0,2022-11-09T11:20:23Z,venta,V
finalizada,5299.0,2022-11-09T12:08:10Z,venta,V
finalizada,4099.0,2022-11-09T12:24:16Z,venta,V
finalizada,999.0,2022-11-09T13:18:02Z,venta,V
finalizada,350.0,2022-11-09T13:55:20Z,venta,V
finalizada,4599.0,2022-11-09T14:03:00Z,venta,V
finalizada,999.0,2022-11-09T14:05:04Z,venta,V
finalizada,999.0,2022-11-09T14:47:51Z,venta,V
finalizada,6098.0,2022-11-09T14:56:12Z,venta,V
finalizada,300.0,2022-11-09T16:01:04Z,venta,V
finalizada,6799.0,2022-11-09T16:47:37Z,venta,V
finalizada,219.99,2022-11-09T17:14:08Z,venta,V
finalizada,5299.0,2022-11-09T17:26:11Z,venta,V
finalizada,999.0,2022-11-10T09:24:20Z,venta,V
finalizada,4599.0,2022-11-10T09:31:41Z,venta,V
finalizada,30.0,2022-11-10T10:18:09Z,venta,V
finalizada,499.0,2022-11-10T11:29:29Z,venta,V
finalizada,420.0,2022-11-10T11:36:55Z,venta,V
finalizada,240.0,2022-11-10T13:18:09Z,venta,V
finalizada,4699.0,2022-11-10T13:25:18Z,venta,V
finalizada,1750.0,2022-11-10T13:34:26Z,venta,V
finalizada,4799.0,2022-11-10T13:47:34Z,venta,V
finalizada,8699.0,2022-11-10T14:26:17Z,venta,V
finalizada,180.0,2022-11-10T14:33:54Z,venta,V
finalizada,15998.99,2022-11-10T15:42:55Z,venta,V
finalizada,249.99,2022-11-10T15:57:49Z,venta,V
finalizada,23127.0,2022-11-10T16:03:03Z,venta,V
finalizada,190.0,2022-11-10T16:03:52Z,venta,V
finalizada,4799.0,2022-11-10T16:05:22Z,venta,V
finalizada,0.0,2022-11-10T17:11:01Z,venta,V
finalizada,10923.0,2022-11-10T17:30:52Z,venta,V
finalizada,219.99,2022-11-10T17:42:32Z,venta,V
finalizada,1530.0,2022-11-10T17:43:52Z,venta,V
finalizada,0.0,2022-11-10T17:49:38Z,venta,V
finalizada,190.0,2022-11-11T10:14:53Z,venta,V
finalizada,0.0,2022-11-11T10:48:12Z,venta,V
finalizada,635.0,2022-11-11T11:37:12Z,venta,V
finalizada,890.0,2022-11-11T12:10:30Z,venta,V
finalizada,890.0,2022-11-11T12:12:50Z,venta,V
finalizada,5799.0,2022-11-11T12:14:13Z,venta,V
finalizada,999.0,2022-11-11T12:20:27Z,venta,V
finalizada,0.0,2022-11-11T13:00:29Z,venta,V
finalizada,190.0,2022-11-11T14:26:16Z,venta,V
finalizada,1349.0,2022-11-11T15:32:13Z,venta,V
finalizada,6799.0,2022-11-11T15:55:46Z,venta,V
finalizada,215.0,2022-11-11T16:01:52Z,venta,V
finalizada,13799.0,2022-11-11T16:22:06Z,venta,V
finalizada,14689.0,2022-11-11T16:28:19Z,venta,V
finalizada,4799.0,2022-11-11T16:50:01Z,venta,V
finalizada,1799.0,2022-11-11T17:07:27Z,venta,V
finalizada,6782.0,2022-11-12T10:01:47Z,venta,V
finalizada,5129.0,2022-11-12T10:26:29Z,venta,V
finalizada,175.0,2022-11-12T10:38:21Z,venta,V
finalizada,4599.0,2022-11-12T11:41:13Z,venta,V
finalizada,4799.0,2022-11-12T11:55:20Z,venta,V
finalizada,30.0,2022-11-12T11:59:20Z,venta,V
finalizada,30.0,2022-11-12T12:16:22Z,venta,V
finalizada,570.0,2022-11-12T12:41:18Z,venta,V
finalizada,0.0,2022-11-12T13:26:28Z,venta,V
finalizada,4599.0,2022-11-12T13:36:13Z,venta,V
finalizada,249.99,2022-11-12T14:02:30Z,venta,V
finalizada,499.98,2022-11-12T14:32:31Z,venta,V
finalizada,10299.0,2022-11-12T14:37:26Z,venta,V
finalizada,1539.93,2022-11-14T09:35:33Z,venta,V
finalizada,22587.0,2022-11-14T09:45:27Z,venta,V
finalizada,5799.0,2022-11-14T10:08:49Z,venta,V
finalizada,219.99,2022-11-14T10:13:56Z,venta,V
finalizada,570.0,2022-11-14T10:18:40Z,venta,V
finalizada,50240.0,2022-11-14T10:27:21Z,venta,V
finalizada,0.0,2022-11-14T11:58:45Z,venta,V
finalizada,5299.0,2022-11-14T12:01:23Z,venta,V
finalizada,0.0,2022-11-14T12:13:45Z,venta,V
finalizada,190.0,2022-11-14T13:28:51Z,venta,V
finalizada,279.99,2022-11-14T14:57:20Z,venta,V
finalizada,6799.0,2022-11-14T15:06:36Z,venta,V
finalizada,200.0,2022-11-14T15:17:09Z,venta,V
finalizada,5499.0,2022-11-14T16:00:35Z,venta,V
finalizada,21846.0,2022-11-14T16:44:40Z,venta,V
finalizada,0.0,2022-11-14T17:05:52Z,venta,V
finalizada,219.99,2022-11-14T17:09:08Z,venta,V
finalizada,5180.0,2022-11-15T09:31:34Z,venta,V
finalizada,4799.0,2022-11-15T09:46:03Z,venta,V
finalizada,0.0,2022-11-15T09:52:48Z,venta,V
finalizada,219.99,2022-11-15T10:30:03Z,venta,V
finalizada,5999.0,2022-11-15T12:32:31Z,venta,V
finalizada,60.0,2022-11-15T12:40:21Z,venta,V
finalizada,520.0,2022-11-15T13:23:04Z,venta,V
finalizada,21846.0,2022-11-15T13:24:59Z,venta,V
finalizada,22125.0,2022-11-15T13:41:57Z,venta,V
finalizada,219.99,2022-11-15T13:53:58Z,venta,V
finalizada,60.0,2022-11-15T14:22:19Z,venta,V
finalizada,570.0,2022-11-15T14:32:36Z,venta,V
finalizada,405.0,2022-11-15T16:17:41Z,venta,V
finalizada,5799.0,2022-11-15T17:07:43Z,venta,V
finalizada,5799.0,2022-11-15T17:25:11Z,venta,V
finalizada,6199.0,2022-11-15T17:38:41Z,venta,V
finalizada,6988.0,2022-11-15T17:59:22Z,venta,V
finalizada,4599.0,2022-11-16T09:18:52Z,venta,V
finalizada,4365.0,2022-11-16T09:49:07Z,venta,V
finalizada,3599.0,2022-11-16T10:34:02Z,venta,V
finalizada,6988.0,2022-11-16T10:46:54Z,venta,V
finalizada,120.0,2022-11-16T11:02:41Z,venta,V
finalizada,5799.0,2022-11-16T11:41:19Z,venta,V
finalizada,0.0,2022-11-16T11:57:13Z,venta,V
finalizada,219.99,2022-11-16T12:08:42Z,venta,V
finalizada,15998.99,2022-11-16T12:42:21Z,venta,V
finalizada,249.99,2022-11-16T13:18:22Z,venta,V
finalizada,1200.0,2022-11-16T13:27:19Z,venta,V
finalizada,219.99,2022-11-16T13:28:25Z,venta,V
finalizada,999.0,2022-11-16T13:44:03Z,venta,V
finalizada,459.99,2022-11-16T14:51:11Z,venta,V
finalizada,210.0,2022-11-16T15:12:04Z,venta,V
finalizada,4799.0,2022-11-16T15:56:05Z,venta,V
finalizada,17705.0,2022-11-16T16:05:15Z,venta,V
finalizada,8498.0,2022-11-16T16:27:11Z,venta,V
finalizada,5299.0,2022-11-16T16:28:35Z,venta,V
finalizada,210.0,2022-11-16T16:53:28Z,venta,V
finalizada,249.99,2022-11-16T17:08:43Z,venta,V
finalizada,999.92,2022-11-16T17:31:35Z,venta,V
finalizada,5799.0,2022-11-16T17:56:07Z,venta,V
finalizada,220.0,2022-11-16T17:56:46Z,venta,V
finalizada,219.99,2022-11-16T18:02:47Z,venta,V
finalizada,999.0,2022-11-16T18:05:34Z,venta,V
finalizada,219.99,2022-11-16T18:07:30Z,venta,V
finalizada,5999.0,2022-11-17T09:56:36Z,venta,V
finalizada,370.0,2022-11-17T10:10:35Z,venta,V
finalizada,15998.99,2022-11-17T10:23:43Z,venta,V
finalizada,6999.0,2022-11-17T10:24:13Z,venta,V
finalizada,9872.0,2022-11-17T11:19:30Z,venta,V
finalizada,5799.0,2022-11-17T11:46:46Z,venta,V
finalizada,0.0,2022-11-17T11:52:28Z,venta,V
finalizada,4005.0,2022-11-17T12:05:12Z,venta,V
finalizada,999.0,2022-11-17T12:08:17Z,venta,V
finalizada,4799.0,2022-11-17T12:41:01Z,venta,V
finalizada,6999.0,2022-11-17T12:47:54Z,venta,V
finalizada,219.99,2022-11-17T12:54:34Z,venta,V
finalizada,219.99,2022-11-17T13:07:31Z,venta,V
finalizada,5599.0,2022-11-17T13:26:16Z,venta,V
finalizada,219.99,2022-11-17T13:52:13Z,venta,V
finalizada,999.0,2022-11-17T13:53:51Z,venta,V
finalizada,5799.0,2022-11-17T14:08:39Z,venta,V
finalizada,21961.0,2022-11-17T14:17:48Z,venta,V
finalizada,4150.0,2022-11-17T15:03:52Z,venta,V
finalizada,5999.0,2022-11-17T15:43:02Z,venta,V
finalizada,6599.0,2022-11-17T16:06:27Z,venta,V
finalizada,4599.0,2022-11-17T16:22:28Z,venta,V
finalizada,250.0,2022-11-17T16:23:55Z,venta,V
finalizada,195.0,2022-11-17T17:12:27Z,venta,V
finalizada,439.99,2022-11-18T09:08:51Z,venta,V
finalizada,755.0,2022-11-18T09:34:01Z,venta,V
finalizada,4986.84,2022-11-18T09:43:08Z,venta,V
finalizada,1298.99,2022-11-18T10:00:12Z,venta,V
finalizada,4599.0,2022-11-18T11:21:54Z,venta,V
finalizada,4299.0,2022-11-18T11:28:33Z,venta,V
finalizada,5599.0,2022-11-18T11:48:39Z,venta,V
finalizada,5599.0,2022-11-18T11:55:48Z,venta,V
finalizada,340.0,2022-11-18T13:27:34Z,venta,V
finalizada,5799.0,2022-11-18T14:04:59Z,venta,V
finalizada,6499.0,2022-11-18T14:14:36Z,venta,V
finalizada,440.0,2022-11-18T14:20:36Z,venta,V
finalizada,20312.0,2022-11-18T14:30:45Z,venta,V
finalizada,4799.0,2022-11-18T14:49:52Z,venta,V
finalizada,180.0,2022-11-18T14:57:14Z,venta,V
finalizada,100.0,2022-11-18T15:00:44Z,venta,V
finalizada,360.0,2022-11-18T15:03:20Z,venta,V
finalizada,1298.99,2022-11-18T15:42:20Z,venta,V
finalizada,3599.0,2022-11-18T16:04:09Z,venta,V
finalizada,0.0,2022-11-18T16:13:34Z,venta,V
finalizada,4599.0,2022-11-18T16:57:18Z,venta,V
finalizada,5799.0,2022-11-18T17:00:02Z,venta,V
finalizada,10999.0,2022-11-18T17:12:24Z,venta,V
finalizada,23000.0,2022-11-18T17:16:46Z,venta,V
finalizada,5799.0,2022-11-18T17:36:04Z,venta,V
finalizada,6999.0,2022-11-18T17:42:14Z,venta,V
finalizada,0.0,2022-11-18T17:47:33Z,venta,V
finalizada,190.0,2022-11-18T17:51:37Z,venta,V
finalizada,570.0,2022-11-19T09:13:47Z,venta,V
finalizada,1440.0,2022-11-19T10:03:13Z,venta,V
finalizada,9897.0,2022-11-19T10:11:07Z,venta,V
finalizada,4799.0,2022-11-19T10:31:12Z,venta,V
finalizada,0.0,2022-11-19T10:34:04Z,venta,V
finalizada,4799.0,2022-11-19T10:44:08Z,venta,V
finalizada,4799.0,2022-11-19T10:51:04Z,venta,V
finalizada,4648.98,2022-11-19T11:32:29Z,venta,V
finalizada,5799.0,2022-11-19T11:41:19Z,venta,V
finalizada,4999.0,2022-11-19T12:10:14Z,venta,V
finalizada,25.0,2022-11-19T12:16:18Z,venta,V
finalizada,5999.0,2022-11-19T12:52:23Z,venta,V
finalizada,5799.0,2022-11-19T12:58:27Z,venta,V
finalizada,4799.0,2022-11-19T13:31:48Z,venta,V
finalizada,5799.0,2022-11-19T13:47:09Z,venta,V
finalizada,220.0,2022-11-19T13:50:25Z,venta,V
finalizada,999.0,2022-11-19T13:55:17Z,venta,V
finalizada,439.98,2022-11-19T13:59:46Z,venta,V
finalizada,220.0,2022-11-19T14:00:02Z,venta,V
finalizada,5799.0,2022-11-19T14:16:18Z,venta,V
finalizada,219.99,2022-11-19T14:26:28Z,venta,V
finalizada,999.0,2022-11-19T14:35:48Z,venta,V
finalizada,11589.0,2022-11-19T14:49:23Z,venta,V
finalizada,220.0,2022-11-19T15:00:53Z,venta,V
finalizada,4799.0,2022-11-19T15:11:08Z,venta,V
finalizada,300.0,2022-11-19T15:15:47Z,venta,V
finalizada,219.99,2022-11-19T15:17:29Z,venta,V
finalizada,5999.0,2022-11-19T15:26:27Z,venta,V
finalizada,5799.0,2022-11-19T15:26:32Z,venta,V
finalizada,0.0,2022-11-19T15:41:57Z,venta,V
finalizada,5999.0,2022-11-19T17:49:21Z,venta,V
finalizada,6799.0,2022-11-20T09:08:55Z,venta,V
finalizada,33144.0,2022-11-20T09:38:53Z,venta,V
finalizada,5799.0,2022-11-20T09:57:39Z,venta,V
finalizada,219.99,2022-11-20T12:06:01Z,venta,V
finalizada,6799.0,2022-11-20T12:16:16Z,venta,V
finalizada,5799.0,2022-11-20T12:36:58Z,venta,V
finalizada,5999.0,2022-11-20T12:50:45Z,venta,V
finalizada,5799.0,2022-11-20T12:57:08Z,venta,V
finalizada,6499.0,2022-11-20T13:40:32Z,venta,V
finalizada,5799.0,2022-11-20T14:19:23Z,venta,V
finalizada,4799.0,2022-11-20T15:29:35Z,venta,V
finalizada,0.0,2022-11-20T15:31:40Z,venta,V
finalizada,0.0,2022-11-20T15:37:22Z,venta,V
finalizada,0.0,2022-11-20T15:38:50Z,venta,V
finalizada,5799.0,2022-11-20T16:06:12Z,venta,V
finalizada,4799.0,2022-11-21T09:19:36Z,venta,V
finalizada,4799.0,2022-11-21T09:34:41Z,venta,V
finalizada,5799.0,2022-11-21T10:01:12Z,venta,V
finalizada,999.0,2022-11-21T10:28:24Z,venta,V
finalizada,4799.0,2022-11-21T11:02:46Z,venta,V
finalizada,5799.0,2022-11-21T11:26:05Z,venta,V
finalizada,4999.0,2022-11-21T11:52:50Z,venta,V
finalizada,4799.0,2022-11-21T11:55:43Z,venta,V
finalizada,6899.0,2022-11-21T12:17:04Z,venta,V
finalizada,8231.0,2022-11-21T12:17:18Z,venta,V
finalizada,100.0,2022-11-21T12:42:20Z,venta,V
finalizada,645.0,2022-11-21T12:49:35Z,venta,V
finalizada,60.0,2022-11-21T13:03:33Z,venta,V
finalizada,5799.0,2022-11-21T13:03:49Z,venta,V
finalizada,0.0,2022-11-21T13:07:43Z,venta,V
finalizada,5799.0,2022-11-21T13:13:22Z,venta,V
finalizada,5799.0,2022-11-21T13:25:47Z,venta,V
finalizada,595.0,2022-11-21T13:33:28Z,venta,V
finalizada,999.0,2022-11-21T13:36:53Z,venta,V
finalizada,6799.0,2022-11-21T13:45:10Z,venta,V
